"U:0","U:1","U:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.2775,-0.021178,0,0.70975,-0.58167,0,0.70975,-0.58167,0,-0.71826,1,0.0463,0.12,0.0463,0
2.2761,-0.021337,0,0.70523,-0.57427,0,0.70523,-0.57427,0,-0.71742,1,0.04635,0.12,0.04635,0
2.2747,-0.021496,0,0.70071,-0.56687,0,0.70071,-0.56687,0,-0.71659,1,0.0464,0.12,0.0464,0
2.2733,-0.021655,0,0.6962,-0.55948,0,0.6962,-0.55948,0,-0.71575,1,0.04645,0.12,0.04645,0
2.2719,-0.021814,0,0.69168,-0.55208,0,0.69168,-0.55208,0,-0.71492,1,0.0465,0.12,0.0465,0
2.2704,-0.021973,0,0.68716,-0.54468,0,0.68716,-0.54468,0,-0.71408,1,0.04655,0.12,0.04655,0
2.269,-0.022132,0,0.68264,-0.53728,0,0.68264,-0.53728,0,-0.71325,1,0.0466,0.12,0.0466,0
2.2676,-0.022292,0,0.67812,-0.52989,0,0.67812,-0.52989,0,-0.71241,1,0.04665,0.12,0.04665,0
2.2662,-0.022451,0,0.6736,-0.52249,0,0.6736,-0.52249,0,-0.71158,1,0.0467,0.12,0.0467,0
2.2648,-0.02261,0,0.66908,-0.51509,0,0.66908,-0.51509,0,-0.71074,1,0.04675,0.12,0.04675,0
2.2634,-0.022769,0,0.66456,-0.50769,0,0.66456,-0.50769,0,-0.70991,1,0.0468,0.12,0.0468,0
2.2619,-0.022928,0,0.66004,-0.5003,0,0.66004,-0.5003,0,-0.70907,1,0.04685,0.12,0.04685,0
2.2605,-0.023087,0,0.65552,-0.4929,0,0.65552,-0.4929,0,-0.70824,1,0.0469,0.12,0.0469,0
2.2591,-0.023246,0,0.651,-0.4855,0,0.651,-0.4855,0,-0.7074,1,0.04695,0.12,0.04695,0
2.2577,-0.023405,0,0.64649,-0.47811,0,0.64649,-0.47811,0,-0.70657,1,0.047,0.12,0.047,0
2.2519,-0.023447,0,0.63685,-0.4712,0,0.63685,-0.4712,0,-0.70589,1,0.04705,0.12,0.04705,0
2.2461,-0.023488,0,0.6272,-0.46429,0,0.6272,-0.46429,0,-0.70522,1,0.0471,0.12,0.0471,0
2.2403,-0.023529,0,0.61756,-0.45738,0,0.61756,-0.45738,0,-0.70454,1,0.04715,0.12,0.04715,0
2.2345,-0.023571,0,0.60792,-0.45047,0,0.60792,-0.45047,0,-0.70387,1,0.0472,0.12,0.0472,0
2.2287,-0.023612,0,0.59828,-0.44357,0,0.59828,-0.44357,0,-0.70319,1,0.04725,0.12,0.04725,0
2.2229,-0.023653,0,0.58864,-0.43666,0,0.58864,-0.43666,0,-0.70252,1,0.0473,0.12,0.0473,0
2.2171,-0.023695,0,0.579,-0.42975,0,0.579,-0.42975,0,-0.70184,1,0.04735,0.12,0.04735,0
2.2113,-0.023736,0,0.56936,-0.42284,0,0.56936,-0.42284,0,-0.70117,1,0.0474,0.12,0.0474,0
2.2055,-0.023777,0,0.55972,-0.41593,0,0.55972,-0.41593,0,-0.70049,1,0.04745,0.12,0.04745,0
2.1997,-0.023819,0,0.55008,-0.40903,0,0.55008,-0.40903,0,-0.69982,1,0.0475,0.12,0.0475,0
2.1939,-0.02386,0,0.54044,-0.40212,0,0.54044,-0.40212,0,-0.69914,1,0.04755,0.12,0.04755,0
2.1882,-0.023901,0,0.5308,-0.39521,0,0.5308,-0.39521,0,-0.69847,1,0.0476,0.12,0.0476,0
2.1824,-0.023943,0,0.52116,-0.3883,0,0.52116,-0.3883,0,-0.69779,1,0.04765,0.12,0.04765,0
2.1766,-0.023984,0,0.51152,-0.3814,0,0.51152,-0.3814,0,-0.69712,1,0.0477,0.12,0.0477,0
2.1708,-0.024025,0,0.50188,-0.37449,0,0.50188,-0.37449,0,-0.69644,1,0.04775,0.12,0.04775,0
2.165,-0.024067,0,0.49224,-0.36758,0,0.49224,-0.36758,0,-0.69577,1,0.0478,0.12,0.0478,0
2.1592,-0.024108,0,0.4826,-0.36067,0,0.4826,-0.36067,0,-0.69509,1,0.04785,0.12,0.04785,0
2.1534,-0.024149,0,0.47296,-0.35376,0,0.47296,-0.35376,0,-0.69442,1,0.0479,0.12,0.0479,0
2.1476,-0.024191,0,0.46332,-0.34686,0,0.46332,-0.34686,0,-0.69374,1,0.04795,0.12,0.04795,0
2.1418,-0.024232,0,0.45367,-0.33995,0,0.45367,-0.33995,0,-0.69307,1,0.048,0.12,0.048,0
2.1184,-0.024023,0,0.44026,-0.33185,0,0.44026,-0.33185,0,-0.69264,1,0.04805,0.12,0.04805,0
2.095,-0.023815,0,0.42685,-0.32376,0,0.42685,-0.32376,0,-0.69221,1,0.0481,0.12,0.0481,0
2.0716,-0.023607,0,0.41343,-0.31567,0,0.41343,-0.31567,0,-0.69178,1,0.04815,0.12,0.04815,0
2.0483,-0.023398,0,0.40002,-0.30757,0,0.40002,-0.30757,0,-0.69136,1,0.0482,0.12,0.0482,0
2.0249,-0.02319,0,0.3866,-0.29948,0,0.3866,-0.29948,0,-0.69093,1,0.04825,0.12,0.04825,0
2.0015,-0.022981,0,0.37319,-0.29138,0,0.37319,-0.29138,0,-0.6905,1,0.0483,0.12,0.0483,0
1.9781,-0.022773,0,0.35977,-0.28329,0,0.35977,-0.28329,0,-0.69007,1,0.04835,0.12,0.04835,0
1.9547,-0.022564,0,0.34636,-0.27519,0,0.34636,-0.27519,0,-0.68964,1,0.0484,0.12,0.0484,0
1.9313,-0.022356,0,0.33294,-0.2671,0,0.33294,-0.2671,0,-0.68921,1,0.04845,0.12,0.04845,0
1.908,-0.022147,0,0.31953,-0.25901,0,0.31953,-0.25901,0,-0.68879,1,0.0485,0.12,0.0485,0
1.8846,-0.021939,0,0.30612,-0.25091,0,0.30612,-0.25091,0,-0.68836,1,0.04855,0.12,0.04855,0
1.8612,-0.02173,0,0.2927,-0.24282,0,0.2927,-0.24282,0,-0.68793,1,0.0486,0.12,0.0486,0
1.8378,-0.021522,0,0.27929,-0.23472,0,0.27929,-0.23472,0,-0.6875,1,0.04865,0.12,0.04865,0
1.8144,-0.021314,0,0.26587,-0.22663,0,0.26587,-0.22663,0,-0.68707,1,0.0487,0.12,0.0487,0
1.791,-0.021105,0,0.25246,-0.21853,0,0.25246,-0.21853,0,-0.68665,1,0.04875,0.12,0.04875,0
1.7676,-0.020897,0,0.23904,-0.21044,0,0.23904,-0.21044,0,-0.68622,1,0.0488,0.12,0.0488,0
1.7443,-0.020688,0,0.22563,-0.20235,0,0.22563,-0.20235,0,-0.68579,1,0.04885,0.12,0.04885,0
1.7209,-0.02048,0,0.21222,-0.19425,0,0.21222,-0.19425,0,-0.68536,1,0.0489,0.12,0.0489,0
1.6975,-0.020271,0,0.1988,-0.18616,0,0.1988,-0.18616,0,-0.68493,1,0.04895,0.12,0.04895,0
1.6741,-0.020063,0,0.18539,-0.17806,0,0.18539,-0.17806,0,-0.68451,1,0.049,0.12,0.049,0
1.5904,-0.01906,0,0.17612,-0.16916,0,0.17612,-0.16916,0,-0.68438,1,0.04905,0.12,0.04905,0
1.5067,-0.018057,0,0.16685,-0.16026,0,0.16685,-0.16026,0,-0.68426,1,0.0491,0.12,0.0491,0
1.423,-0.017053,0,0.15758,-0.15135,0,0.15758,-0.15135,0,-0.68413,1,0.04915,0.12,0.04915,0
1.3393,-0.01605,0,0.14831,-0.14245,0,0.14831,-0.14245,0,-0.68401,1,0.0492,0.12,0.0492,0
1.2556,-0.015047,0,0.13904,-0.13355,0,0.13904,-0.13355,0,-0.68388,1,0.04925,0.12,0.04925,0
1.1719,-0.014044,0,0.12977,-0.12464,0,0.12977,-0.12464,0,-0.68376,1,0.0493,0.12,0.0493,0
1.0882,-0.013041,0,0.1205,-0.11574,0,0.1205,-0.11574,0,-0.68363,1,0.04935,0.12,0.04935,0
1.0045,-0.012038,0,0.11123,-0.10684,0,0.11123,-0.10684,0,-0.68351,1,0.0494,0.12,0.0494,0
0.92076,-0.011035,0,0.10196,-0.097935,0,0.10196,-0.097935,0,-0.68338,1,0.04945,0.12,0.04945,0
0.83705,-0.010031,0,0.092693,-0.089031,0,0.092693,-0.089031,0,-0.68326,1,0.0495,0.12,0.0495,0
0.75335,-0.0090283,0,0.083424,-0.080128,0,0.083424,-0.080128,0,-0.68313,1,0.04955,0.12,0.04955,0
0.66964,-0.0080251,0,0.074154,-0.071225,0,0.074154,-0.071225,0,-0.68301,1,0.0496,0.12,0.0496,0
0.58593,-0.007022,0,0.064885,-0.062322,0,0.064885,-0.062322,0,-0.68288,1,0.04965,0.12,0.04965,0
0.50223,-0.0060189,0,0.055616,-0.053419,0,0.055616,-0.053419,0,-0.68276,1,0.0497,0.12,0.0497,0
0.41853,-0.0050157,0,0.046347,-0.044516,0,0.046347,-0.044516,0,-0.68263,1,0.04975,0.12,0.04975,0
0.33482,-0.0040126,0,0.037077,-0.035612,0,0.037077,-0.035612,0,-0.68251,1,0.0498,0.12,0.0498,0
0.25111,-0.0030094,0,0.027808,-0.026709,0,0.027808,-0.026709,0,-0.68238,1,0.04985,0.12,0.04985,0
0.16741,-0.0020063,0,0.018539,-0.017807,0,0.018539,-0.017807,0,-0.68226,1,0.0499,0.12,0.0499,0
0.083707,-0.0010032,0,0.0092695,-0.0089033,0,0.0092695,-0.0089033,0,-0.68213,1,0.04995,0.12,0.04995,0
0,0,0,0,0,0,0,0,0,-0.68201,1,0.05,0.12,0.05,0
