"U:0","U:1","U:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0226,0.12,0.0226,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02265,0.12,0.02265,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0227,0.12,0.0227,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02275,0.12,0.02275,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0228,0.12,0.0228,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02285,0.12,0.02285,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0229,0.12,0.0229,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02295,0.12,0.02295,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.023,0.12,0.023,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02305,0.12,0.02305,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0231,0.12,0.0231,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02315,0.12,0.02315,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0232,0.12,0.0232,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02325,0.12,0.02325,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0233,0.12,0.0233,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02335,0.12,0.02335,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0234,0.12,0.0234,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02345,0.12,0.02345,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0235,0.12,0.0235,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02355,0.12,0.02355,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0236,0.12,0.0236,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02365,0.12,0.02365,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0237,0.12,0.0237,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02375,0.12,0.02375,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0238,0.12,0.0238,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02385,0.12,0.02385,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0239,0.12,0.0239,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02395,0.12,0.02395,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.024,0.12,0.024,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02405,0.12,0.02405,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0241,0.12,0.0241,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02415,0.12,0.02415,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0242,0.12,0.0242,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02425,0.12,0.02425,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0243,0.12,0.0243,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02435,0.12,0.02435,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0244,0.12,0.0244,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02445,0.12,0.02445,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0245,0.12,0.0245,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02455,0.12,0.02455,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0246,0.12,0.0246,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02465,0.12,0.02465,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0247,0.12,0.0247,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02475,0.12,0.02475,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0248,0.12,0.0248,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02485,0.12,0.02485,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0249,0.12,0.0249,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02495,0.12,0.02495,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.025,0.12,0.025,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02505,0.12,0.02505,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0251,0.12,0.0251,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02515,0.12,0.02515,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0252,0.12,0.0252,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02525,0.12,0.02525,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0253,0.12,0.0253,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02535,0.12,0.02535,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0254,0.12,0.0254,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02545,0.12,0.02545,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0255,0.12,0.0255,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02555,0.12,0.02555,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0256,0.12,0.0256,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02565,0.12,0.02565,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0257,0.12,0.0257,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02575,0.12,0.02575,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0258,0.12,0.0258,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02585,0.12,0.02585,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0259,0.12,0.0259,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02595,0.12,0.02595,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.026,0.12,0.026,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02605,0.12,0.02605,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0261,0.12,0.0261,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02615,0.12,0.02615,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0262,0.12,0.0262,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02625,0.12,0.02625,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0263,0.12,0.0263,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02635,0.12,0.02635,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0264,0.12,0.0264,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02645,0.12,0.02645,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0265,0.12,0.0265,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02655,0.12,0.02655,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0266,0.12,0.0266,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02665,0.12,0.02665,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0267,0.12,0.0267,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02675,0.12,0.02675,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0268,0.12,0.0268,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02685,0.12,0.02685,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0269,0.12,0.0269,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02695,0.12,0.02695,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.027,0.12,0.027,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02705,0.12,0.02705,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0271,0.12,0.0271,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02715,0.12,0.02715,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0272,0.12,0.0272,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02725,0.12,0.02725,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0273,0.12,0.0273,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02735,0.12,0.02735,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0274,0.12,0.0274,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02745,0.12,0.02745,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0275,0.12,0.0275,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02755,0.12,0.02755,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0276,0.12,0.0276,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02765,0.12,0.02765,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0277,0.12,0.0277,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02775,0.12,0.02775,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0278,0.12,0.0278,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02785,0.12,0.02785,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0279,0.12,0.0279,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02795,0.12,0.02795,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.028,0.12,0.028,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02805,0.12,0.02805,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0281,0.12,0.0281,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02815,0.12,0.02815,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0282,0.12,0.0282,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02825,0.12,0.02825,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0283,0.12,0.0283,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02835,0.12,0.02835,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0284,0.12,0.0284,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02845,0.12,0.02845,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0285,0.12,0.0285,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02855,0.12,0.02855,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0286,0.12,0.0286,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02865,0.12,0.02865,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0287,0.12,0.0287,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02875,0.12,0.02875,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0288,0.12,0.0288,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02885,0.12,0.02885,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0289,0.12,0.0289,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02895,0.12,0.02895,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.029,0.12,0.029,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02905,0.12,0.02905,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0291,0.12,0.0291,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02915,0.12,0.02915,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0292,0.12,0.0292,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02925,0.12,0.02925,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0293,0.12,0.0293,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02935,0.12,0.02935,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0294,0.12,0.0294,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02945,0.12,0.02945,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0295,0.12,0.0295,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02955,0.12,0.02955,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0296,0.12,0.0296,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02965,0.12,0.02965,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0297,0.12,0.0297,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02975,0.12,0.02975,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0298,0.12,0.0298,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02985,0.12,0.02985,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0299,0.12,0.0299,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.02995,0.12,0.02995,0
-4.1783e-07,-1.4414e-08,0,-2.723e-05,-1.362e-06,0,-2.723e-05,-1.362e-06,0,-1.1076,1,0.03,0.12,0.03,0
-0.011216,-0.00038693,0,-0.73096,-0.036561,0,-0.73096,-0.036561,0,-1.1076,1,0.03005,0.12,0.03005,0
-0.022432,-0.00077387,0,-1.4619,-0.073123,0,-1.4619,-0.073123,0,-1.1076,1,0.0301,0.12,0.0301,0
-0.033648,-0.0011608,0,-2.1928,-0.10968,0,-2.1928,-0.10968,0,-1.1076,1,0.03015,0.12,0.03015,0
-0.044864,-0.0015477,0,-2.9238,-0.14624,0,-2.9238,-0.14624,0,-1.1076,1,0.0302,0.12,0.0302,0
-0.05608,-0.0019346,0,-3.6547,-0.1828,0,-3.6547,-0.1828,0,-1.1076,1,0.03025,0.12,0.03025,0
-0.067296,-0.0023216,0,-4.3857,-0.21937,0,-4.3857,-0.21937,0,-1.1076,1,0.0303,0.12,0.0303,0
-0.078512,-0.0027085,0,-5.1166,-0.25592,0,-5.1166,-0.25592,0,-1.1076,1,0.03035,0.12,0.03035,0
-0.089728,-0.0030954,0,-5.8476,-0.29249,0,-5.8476,-0.29249,0,-1.1076,1,0.0304,0.12,0.0304,0
-0.10094,-0.0034824,0,-6.5785,-0.32905,0,-6.5785,-0.32905,0,-1.1076,1,0.03045,0.12,0.03045,0
-0.11216,-0.0038693,0,-7.3095,-0.36561,0,-7.3095,-0.36561,0,-1.1076,1,0.0305,0.12,0.0305,0
-0.12338,-0.0042562,0,-8.0404,-0.40217,0,-8.0404,-0.40217,0,-1.1076,1,0.03055,0.12,0.03055,0
-0.13459,-0.0046431,0,-8.7714,-0.43873,0,-8.7714,-0.43873,0,-1.1076,1,0.0306,0.12,0.0306,0
-0.14581,-0.0050301,0,-9.5023,-0.47529,0,-9.5023,-0.47529,0,-1.1076,1,0.03065,0.12,0.03065,0
-0.15702,-0.005417,0,-10.233,-0.51185,0,-10.233,-0.51185,0,-1.1076,1,0.0307,0.12,0.0307,0
-0.16824,-0.0058039,0,-10.964,-0.54841,0,-10.964,-0.54841,0,-1.1076,1,0.03075,0.12,0.03075,0
-0.17946,-0.0061908,0,-11.695,-0.58497,0,-11.695,-0.58497,0,-1.1076,1,0.0308,0.12,0.0308,0
-0.19067,-0.0065778,0,-12.426,-0.62153,0,-12.426,-0.62153,0,-1.1076,1,0.03085,0.12,0.03085,0
-0.20189,-0.0069647,0,-13.157,-0.65809,0,-13.157,-0.65809,0,-1.1076,1,0.0309,0.12,0.0309,0
-0.2131,-0.0073516,0,-13.888,-0.69465,0,-13.888,-0.69465,0,-1.1076,1,0.03095,0.12,0.03095,0
-0.22432,-0.0077386,0,-14.619,-0.73121,0,-14.619,-0.73121,0,-1.1076,1,0.031,0.12,0.031,0
-0.21095,-0.0090256,0,-14.068,-0.74972,0,-14.068,-0.74972,0,-1.1076,1,0.03105,0.12,0.03105,0
-0.19758,-0.010313,0,-13.516,-0.76822,0,-13.516,-0.76822,0,-1.1077,1,0.0311,0.12,0.0311,0
-0.18422,-0.0116,0,-12.965,-0.78672,0,-12.965,-0.78672,0,-1.1078,1,0.03115,0.12,0.03115,0
-0.17085,-0.012887,0,-12.414,-0.80522,0,-12.414,-0.80522,0,-1.1078,1,0.0312,0.12,0.0312,0
-0.15748,-0.014174,0,-11.863,-0.82372,0,-11.863,-0.82372,0,-1.1079,1,0.03125,0.12,0.03125,0
-0.14411,-0.015461,0,-11.311,-0.84222,0,-11.311,-0.84222,0,-1.108,1,0.0313,0.12,0.0313,0
-0.13074,-0.016748,0,-10.76,-0.86073,0,-10.76,-0.86073,0,-1.108,1,0.03135,0.12,0.03135,0
-0.11737,-0.018035,0,-10.209,-0.87923,0,-10.209,-0.87923,0,-1.1081,1,0.0314,0.12,0.0314,0
-0.10401,-0.019322,0,-9.6576,-0.89773,0,-9.6576,-0.89773,0,-1.1082,1,0.03145,0.12,0.03145,0
-0.090638,-0.020609,0,-9.1064,-0.91623,0,-9.1064,-0.91623,0,-1.1082,1,0.0315,0.12,0.0315,0
-0.07727,-0.021896,0,-8.5551,-0.93473,0,-8.5551,-0.93473,0,-1.1083,1,0.03155,0.12,0.03155,0
-0.063901,-0.023184,0,-8.0039,-0.95323,0,-8.0039,-0.95323,0,-1.1084,1,0.0316,0.12,0.0316,0
-0.050534,-0.024471,0,-7.4526,-0.97173,0,-7.4526,-0.97173,0,-1.1084,1,0.03165,0.12,0.03165,0
-0.037166,-0.025758,0,-6.9014,-0.99024,0,-6.9014,-0.99024,0,-1.1085,1,0.0317,0.12,0.0317,0
-0.023797,-0.027045,0,-6.3501,-1.0087,0,-6.3501,-1.0087,0,-1.1086,1,0.03175,0.12,0.03175,0
-0.010429,-0.028332,0,-5.7988,-1.0272,0,-5.7988,-1.0272,0,-1.1086,1,0.0318,0.12,0.0318,0
0.0029384,-0.029619,0,-5.2476,-1.0457,0,-5.2476,-1.0457,0,-1.1087,1,0.03185,0.12,0.03185,0
0.016307,-0.030906,0,-4.6964,-1.0642,0,-4.6964,-1.0642,0,-1.1088,1,0.0319,0.12,0.0319,0
0.029675,-0.032193,0,-4.1451,-1.0827,0,-4.1451,-1.0827,0,-1.1088,1,0.03195,0.12,0.03195,0
0.043043,-0.03348,0,-3.5938,-1.1012,0,-3.5938,-1.1012,0,-1.1089,1,0.032,0.12,0.032,0
0.08123,-0.034278,0,-3.134,-1.2001,0,-3.134,-1.2001,0,-1.1088,1,0.03205,0.12,0.03205,0
0.11942,-0.035076,0,-2.6741,-1.299,0,-2.6741,-1.299,0,-1.1086,1,0.0321,0.12,0.0321,0
0.15761,-0.035873,0,-2.2142,-1.3979,0,-2.2142,-1.3979,0,-1.1084,1,0.03215,0.12,0.03215,0
0.1958,-0.036671,0,-1.7544,-1.4967,0,-1.7544,-1.4967,0,-1.1083,1,0.0322,0.12,0.0322,0
0.23398,-0.037469,0,-1.2945,-1.5956,0,-1.2945,-1.5956,0,-1.1081,1,0.03225,0.12,0.03225,0
0.27217,-0.038266,0,-0.83465,-1.6945,0,-0.83465,-1.6945,0,-1.108,1,0.0323,0.12,0.0323,0
0.31036,-0.039064,0,-0.37478,-1.7934,0,-0.37478,-1.7934,0,-1.1078,1,0.03235,0.12,0.03235,0
0.34855,-0.039862,0,0.085095,-1.8922,0,0.085095,-1.8922,0,-1.1077,1,0.0324,0.12,0.0324,0
0.38674,-0.040659,0,0.54497,-1.9911,0,0.54497,-1.9911,0,-1.1075,1,0.03245,0.12,0.03245,0
0.42492,-0.041457,0,1.0048,-2.09,0,1.0048,-2.09,0,-1.1073,1,0.0325,0.12,0.0325,0
0.46311,-0.042255,0,1.4647,-2.1889,0,1.4647,-2.1889,0,-1.1072,1,0.03255,0.12,0.03255,0
0.5013,-0.043052,0,1.9246,-2.2878,0,1.9246,-2.2878,0,-1.107,1,0.0326,0.12,0.0326,0
0.53949,-0.04385,0,2.3844,-2.3866,0,2.3844,-2.3866,0,-1.1069,1,0.03265,0.12,0.03265,0
0.57768,-0.044648,0,2.8443,-2.4855,0,2.8443,-2.4855,0,-1.1067,1,0.0327,0.12,0.0327,0
0.61587,-0.045445,0,3.3042,-2.5844,0,3.3042,-2.5844,0,-1.1066,1,0.03275,0.12,0.03275,0
0.65405,-0.046243,0,3.764,-2.6833,0,3.764,-2.6833,0,-1.1064,1,0.0328,0.12,0.0328,0
0.69224,-0.047041,0,4.2239,-2.7821,0,4.2239,-2.7821,0,-1.1063,1,0.03285,0.12,0.03285,0
0.73043,-0.047839,0,4.6838,-2.881,0,4.6838,-2.881,0,-1.1061,1,0.0329,0.12,0.0329,0
0.76862,-0.048636,0,5.1436,-2.9799,0,5.1436,-2.9799,0,-1.1059,1,0.03295,0.12,0.03295,0
0.80681,-0.049434,0,5.6035,-3.0788,0,5.6035,-3.0788,0,-1.1058,1,0.033,0.12,0.033,0
0.84983,-0.049013,0,5.6075,-3.259,0,5.6075,-3.259,0,-1.1048,1,0.03305,0.12,0.03305,0
0.89285,-0.048592,0,5.6114,-3.4392,0,5.6114,-3.4392,0,-1.1039,1,0.0331,0.12,0.0331,0
0.93587,-0.048171,0,5.6154,-3.6194,0,5.6154,-3.6194,0,-1.103,1,0.03315,0.12,0.03315,0
0.9789,-0.04775,0,5.6193,-3.7996,0,5.6193,-3.7996,0,-1.102,1,0.0332,0.12,0.0332,0
1.0219,-0.047329,0,5.6233,-3.9798,0,5.6233,-3.9798,0,-1.1011,1,0.03325,0.12,0.03325,0
1.0649,-0.046909,0,5.6273,-4.1601,0,5.6273,-4.1601,0,-1.1001,1,0.0333,0.12,0.0333,0
1.108,-0.046488,0,5.6312,-4.3403,0,5.6312,-4.3403,0,-1.0992,1,0.03335,0.12,0.03335,0
1.151,-0.046067,0,5.6352,-4.5205,0,5.6352,-4.5205,0,-1.0982,1,0.0334,0.12,0.0334,0
1.194,-0.045646,0,5.6391,-4.7007,0,5.6391,-4.7007,0,-1.0973,1,0.03345,0.12,0.03345,0
1.237,-0.045225,0,5.6431,-4.8809,0,5.6431,-4.8809,0,-1.0964,1,0.0335,0.12,0.0335,0
1.2801,-0.044804,0,5.6471,-5.0611,0,5.6471,-5.0611,0,-1.0954,1,0.03355,0.12,0.03355,0
1.3231,-0.044383,0,5.651,-5.2414,0,5.651,-5.2414,0,-1.0945,1,0.0336,0.12,0.0336,0
1.3661,-0.043962,0,5.655,-5.4216,0,5.655,-5.4216,0,-1.0935,1,0.03365,0.12,0.03365,0
1.4091,-0.043541,0,5.659,-5.6018,0,5.659,-5.6018,0,-1.0926,1,0.0337,0.12,0.0337,0
1.4522,-0.04312,0,5.6629,-5.782,0,5.6629,-5.782,0,-1.0916,1,0.03375,0.12,0.03375,0
1.4952,-0.0427,0,5.6669,-5.9622,0,5.6669,-5.9622,0,-1.0907,1,0.0338,0.12,0.0338,0
1.5382,-0.042279,0,5.6708,-6.1424,0,5.6708,-6.1424,0,-1.0898,1,0.03385,0.12,0.03385,0
1.5812,-0.041858,0,5.6748,-6.3227,0,5.6748,-6.3227,0,-1.0888,1,0.0339,0.12,0.0339,0
1.6242,-0.041437,0,5.6788,-6.5029,0,5.6788,-6.5029,0,-1.0879,1,0.03395,0.12,0.03395,0
1.6673,-0.041016,0,5.6827,-6.6831,0,5.6827,-6.6831,0,-1.0869,1,0.034,0.12,0.034,0
1.6906,-0.040552,0,5.7018,-6.7309,0,5.7018,-6.7309,0,-1.0855,1,0.03405,0.12,0.03405,0
1.714,-0.040088,0,5.7208,-6.7787,0,5.7208,-6.7787,0,-1.084,1,0.0341,0.12,0.0341,0
1.7373,-0.039624,0,5.7398,-6.8265,0,5.7398,-6.8265,0,-1.0825,1,0.03415,0.12,0.03415,0
1.7606,-0.03916,0,5.7588,-6.8743,0,5.7588,-6.8743,0,-1.081,1,0.0342,0.12,0.0342,0
1.784,-0.038696,0,5.7779,-6.9221,0,5.7779,-6.9221,0,-1.0795,1,0.03425,0.12,0.03425,0
1.8073,-0.038232,0,5.7969,-6.9699,0,5.7969,-6.9699,0,-1.0781,1,0.0343,0.12,0.0343,0
1.8307,-0.037769,0,5.8159,-7.0177,0,5.8159,-7.0177,0,-1.0766,1,0.03435,0.12,0.03435,0
1.854,-0.037305,0,5.835,-7.0655,0,5.835,-7.0655,0,-1.0751,1,0.0344,0.12,0.0344,0
1.8774,-0.036841,0,5.854,-7.1133,0,5.854,-7.1133,0,-1.0736,1,0.03445,0.12,0.03445,0
1.9007,-0.036377,0,5.873,-7.1611,0,5.873,-7.1611,0,-1.0721,1,0.0345,0.12,0.0345,0
1.9241,-0.035913,0,5.892,-7.2089,0,5.892,-7.2089,0,-1.0707,1,0.03455,0.12,0.03455,0
1.9474,-0.035449,0,5.9111,-7.2567,0,5.9111,-7.2567,0,-1.0692,1,0.0346,0.12,0.0346,0
1.9707,-0.034985,0,5.9301,-7.3045,0,5.9301,-7.3045,0,-1.0677,1,0.03465,0.12,0.03465,0
1.9941,-0.034521,0,5.9491,-7.3522,0,5.9491,-7.3522,0,-1.0662,1,0.0347,0.12,0.0347,0
2.0174,-0.034057,0,5.9682,-7.4,0,5.9682,-7.4,0,-1.0648,1,0.03475,0.12,0.03475,0
2.0408,-0.033593,0,5.9872,-7.4478,0,5.9872,-7.4478,0,-1.0633,1,0.0348,0.12,0.0348,0
2.0641,-0.033129,0,6.0062,-7.4956,0,6.0062,-7.4956,0,-1.0618,1,0.03485,0.12,0.03485,0
2.0875,-0.032665,0,6.0252,-7.5434,0,6.0252,-7.5434,0,-1.0603,1,0.0349,0.12,0.0349,0
2.1108,-0.032202,0,6.0443,-7.5912,0,6.0443,-7.5912,0,-1.0588,1,0.03495,0.12,0.03495,0
2.1342,-0.031738,0,6.0633,-7.639,0,6.0633,-7.639,0,-1.0574,1,0.035,0.12,0.035,0
2.1434,-0.031138,0,5.9972,-7.5914,0,5.9972,-7.5914,0,-1.0557,1,0.03505,0.12,0.03505,0
2.1526,-0.030538,0,5.9312,-7.5437,0,5.9312,-7.5437,0,-1.0539,1,0.0351,0.12,0.0351,0
2.1618,-0.029937,0,5.8651,-7.4961,0,5.8651,-7.4961,0,-1.0522,1,0.03515,0.12,0.03515,0
2.171,-0.029337,0,5.7991,-7.4485,0,5.7991,-7.4485,0,-1.0505,1,0.0352,0.12,0.0352,0
2.1802,-0.028737,0,5.733,-7.4008,0,5.733,-7.4008,0,-1.0488,1,0.03525,0.12,0.03525,0
